Fytoken,Symbol Details,Tick size,ISIN,NSE_SYMBOL,SYMBOL
10100000004067,MARICO LIMITED,0.05,INE196A01026,NSE:MARICO-EQ,MARICO
10100000004068,GOI STRIPS C 261024,0.01,IN001024C016,NSE:GS261024C-GS,GS261024C
10100000004072,GOI STRIPS C 101124,0.01,IN001124C014,NSE:GS101124C-GS,GS101124C
10100000004083,AMBANI ORGANICS LIMITED,0.05,INE00C501018,NSE:AMBANIORG-SM,AMBANIORG
10100000004085,GOI STRIPS C 071224,0.01,IN001224C012,NSE:GS071224C-GS,GS071224C
10100000004093,GOI STRIPS C 121224,0.01,IN001224C046,NSE:GS121224C-GS,GS121224C
10100000004094,GOI STRIPS C 151224,0.01,IN001224C053,NSE:GS151224C-GS,GS151224C
10100000004095,GOI STRIPS C 171224,0.01,IN001224C038,NSE:GS171224C-GS,GS171224C
10100000004098,GOI STRIPS C 231224,0.01,IN001224C061,NSE:GS231224C-GS,GS231224C
10100000004099,GOI STRIPS C 311224,0.01,IN001224C020,NSE:GS311224C-GS,GS311224C
101000000041,SDL AP 6.87% 2038,0.01,IN1020200367,NSE:687AP38-SG,687AP38
10100000004105,SIL INVESTMENTS LIMITED,0.05,INE923A01015,NSE:SILINV-EQ,SILINV
10100000004108,GOI STRIPS C 020125,0.01,IN000125C012,NSE:GS020125C-GS,GS020125C
10100000004117,GOI STRIPS C 100225,0.01,IN000225C010,NSE:GS100225C-GS,GS100225C
10100000004118,HB STOCKHOLDINGS LIMITED,0.05,INE550B01022,NSE:HBSL-BE,HBSL
10100000004124,GOI STRIPS C 220225,0.01,IN000225C028,NSE:GS220225C-GS,GS220225C
10100000004125,GOI STRIPS C 090325,0.01,IN000325C018,NSE:GS090325C-GS,GS090325C
10100000004128,GOI STRIPS C 150325,0.01,IN000325C026,NSE:GS150325C-GS,GS150325C
10100000004131,GOI STRIPS C 200325,0.01,IN000325C034,NSE:GS200325C-GS,GS200325C
10100000004134,GOI STRIPS C 100425,0.01,IN000425C024,NSE:GS100425C-GS,GS100425C
10100000004135,GOI STRIPS C 260425,0.01,IN000425C016,NSE:GS260425C-GS,GS260425C
10100000004136,BIOFIL CHEM & PHARMA LTD,0.05,INE829A01014,NSE:BIOFILCHEM-EQ,BIOFILCHEM
10100000004137,GOI STRIPS C 100525,0.01,IN000525C013,NSE:GS100525C-GS,GS100525C
10100000004138,GOI STRIPS C 070625,0.01,IN000625C011,NSE:GS070625C-GS,GS070625C
10100000004149,GOI STRIPS C 120625,0.01,IN000625C045,NSE:GS120625C-GS,GS120625C
10100000004154,GOI STRIPS C 150625,0.01,IN000625C052,NSE:GS150625C-GS,GS150625C
10100000004157,KEYNOTE FIN SERV LTD.,0.05,INE681C01015,NSE:KEYFINSERV-EQ,KEYFINSERV
10100000004158,GOI STRIPS C 170625,0.01,IN000625C037,NSE:GS170625C-GS,GS170625C
1010000000416,SDL RJ 5.6% 2024,0.01,IN2920200416,NSE:56RJ24-SG,56RJ24
10100000004160,NORBEN TEA & EXPORTS LTD,0.05,INE369C01017,NSE:NORBTEAEXP-EQ,NORBTEAEXP
10100000004161,GOI STRIPS C 230625,0.01,IN000625C060,NSE:GS230625C-GS,GS230625C
10100000004172,TCNS CLOTHING CO. LIMITED,0.05,INE778U01029,NSE:TCNSBRANDS-EQ,TCNSBRANDS
10100000004174,GOI STRIPS C 300625,0.01,IN000625C029,NSE:GS300625C-GS,GS300625C
10100000004175,GOI STRIPS C 020725,0.01,IN000725C019,NSE:GS020725C-GS,GS020725C
10100000004176,ZENITH EXPORTS LTD,0.05,INE058B01018,NSE:ZENITHEXPO-EQ,ZENITHEXPO
10100000004178,GOI STRIPS C 100825,0.01,IN000825C017,NSE:GS100825C-GS,GS100825C
10100000004179,SUNDARAM BRAK LININGS LTD,0.05,INE073D01013,NSE:SUNDRMBRAK-EQ,SUNDRMBRAK
1010000000418,SDL AS 6.04% 2025,0.01,IN1220200076,NSE:604AS25-SG,604AS25
10100000004180,GOI STRIPS C 220825,0.01,IN000825C025,NSE:GS220825C-GS,GS220825C
10100000004183,GOI STRIPS C 090925,0.01,IN000925C015,NSE:GS090925C-GS,GS090925C
10100000004184,SANGAM (INDIA) LTD,0.05,INE495C01010,NSE:SANGAMIND-EQ,SANGAMIND
1010000000419,BHANSALI ENG. POLYMERS LT,0.05,INE922A01025,NSE:BEPL-EQ,BEPL
101000000042,SDL WB 6.77% 2040,0.01,IN3420200104,NSE:677WB40-SG,677WB40
1010000000420,SDL TN 6.72% 2027,0.01,IN3120200305,NSE:672TN27-SG,672TN27
10100000004201,SOMA TEXTILES & INDUST LT,0.05,INE314C01013,NSE:SOMATEX-EQ,SOMATEX
10100000004202,GOI STRIPS C 150925,0.01,IN000925C023,NSE:GS150925C-GS,GS150925C
10100000004204,SAMVRDHNA MTHRSN INTL LTD,0.05,INE775A01035,NSE:MOTHERSON-EQ,MOTHERSON
10100000004205,GOI STRIPS C 200925,0.01,IN000925C031,NSE:GS200925C-GS,GS200925C
10100000004212,USHANTI COLOUR CHEM LTD,0.05,INE00NI01015,NSE:UCL-SM,UCL
10100000004215,GOI STRIPS C 101025,0.01,IN001025C021,NSE:GS101025C-GS,GS101025C
1010000000422,BHARAT FORGE LTD,0.05,INE465A01025,NSE:BHARATFORG-EQ,BHARATFORG
10100000004221,VISAKA INDUSTRIES LIMITED,0.05,INE392A01021,NSE:VISAKAIND-EQ,VISAKAIND
10100000004222,GOI STRIPS C 261025,0.01,IN001025C013,NSE:GS261025C-GS,GS261025C
1010000000423,SDL CG 5.94% 2025,0.01,IN3520200038,NSE:594CG25-SG,594CG25
10100000004235,WENDT (INDIA) LIMITED,0.05,INE274C01019,NSE:WENDT-EQ,WENDT
10100000004244,HDFC AMC LIMITED,0.05,INE127D01025,NSE:HDFCAMC-EQ,HDFCAMC
10100000004246,GOI STRIPS C 101125,0.01,IN001125C011,NSE:GS101125C-GS,GS101125C
1010000000425,KHADIM INDIA LIMITED,0.05,INE834I01025,NSE:KHADIM-EQ,KHADIM
10100000004250,GOI STRIPS C 071225,0.01,IN001225C019,NSE:GS071225C-GS,GS071225C
10100000004254,GOI STRIPS C 121225,0.01,IN001225C043,NSE:GS121225C-GS,GS121225C
1010000000426,BHARAT GEARS LTD.,0.05,INE561C01019,NSE:BHARATGEAR-EQ,BHARATGEAR
1010000000427,SDL MH 6.81% 2028,0.01,IN2220200215,NSE:681MH28-SG,681MH28
10100000004279,DE NORA INDIA LIMITED,0.05,INE244A01016,NSE:DENORA-EQ,DENORA
1010000000428,SDL JH 6.93% 2030,0.01,IN3720200010,NSE:693JH30-SG,693JH30
10100000004288,SEC RED NCD 9.43% SR. VI,0.01,INE804I078Y8,NSE:ECLFINANCE-NJ,ECLFINANCE
10100000004292,SEC RED NCD 9.85% SR. VII,0.01,INE804I079Y6,NSE:ECLFINANCE-NK,ECLFINANCE
10100000004294,BDR BUILDCON LIMITED,0.05,INE766Q01014,NSE:BDR-IT,BDR
10100000004299,STERLING TOOLS LIMITED,0.05,INE334A01023,NSE:STERTOOLS-EQ,STERTOOLS
1010000000430,SDL RJ 6.92% 2030,0.01,IN2920200424,NSE:692RJ30-SG,692RJ30
10100000004306,SHRIRAM FINANCE LIMITED,0.05,INE721A01013,NSE:SHRIRAMFIN-EQ,SHRIRAMFIN
1010000000431,SDL AS 6.91% 2030,0.01,IN1220200084,NSE:691AS30-SG,691AS30
10100000004314,GOI STRIPS C 151225,0.01,IN001225C050,NSE:GS151225C-GS,GS151225C
10100000004323,GOI STRIPS C 171225,0.01,IN001225C035,NSE:GS171225C-GS,GS171225C
10100000004325,GOI STRIPS C 231225,0.01,IN001225C068,NSE:GS231225C-GS,GS231225C
10100000004330,GOI STRIPS C 311225,0.01,IN001225C027,NSE:GS311225C-GS,GS311225C
10100000004332,GOI STRIPS C 020126,0.01,IN000126C010,NSE:GS020126C-GS,GS020126C
10100000004341,GOI STRIPS C 100226,0.01,IN000226C018,NSE:GS100226C-GS,GS100226C
10100000004343,GOI STRIPS C 220226,0.01,IN000226C026,NSE:GS220226C-GS,GS220226C
10100000004344,PUNJAB CHEM & CROP PROT L,0.05,INE277B01014,NSE:PUNJABCHEM-EQ,PUNJABCHEM
1010000000436,IFGL REFRACTORIES LIMITED,0.05,INE133Y01011,NSE:IFGLEXPOR-EQ,IFGLEXPOR
10100000004364,GOI STRIPS C 090326,0.01,IN000326C016,NSE:GS090326C-GS,GS090326C
10100000004366,GOI STRIPS C 150326,0.01,IN000326C024,NSE:GS150326C-GS,GS150326C
10100000004368,GOI STRIPS C 200326,0.01,IN000326C032,NSE:GS200326C-GS,GS200326C
1010000000437,SDL NL 6.91% 2030,0.01,IN2620200047,NSE:691NL30-SG,691NL30
10100000004378,ICICI PRUD SENSEX ETF,0.01,INF346A01034,NSE:SENSEXIETF-EQ,SENSEXIETF
1010000000438,BHEL,0.05,INE257A01026,NSE:BHEL-EQ,BHEL
10100000004381,GOI STRIPS C 100426,0.01,IN000426C022,NSE:GS100426C-GS,GS100426C
10100000004382,GOI STRIPS C 260426,0.01,IN000426C014,NSE:GS260426C-GS,GS260426C
10100000004384,GOI STRIPS C 100526,0.01,IN000526C011,NSE:GS100526C-GS,GS100526C
10100000004387,GOI STRIPS C 070626,0.01,IN000626C019,NSE:GS070626C-GS,GS070626C
10100000004389,GOI STRIPS C 120626,0.01,IN000626C043,NSE:GS120626C-GS,GS120626C
1010000000439,SDL UP 6.91% 2030,0.01,IN3320200121,NSE:691UP30A-SG,691UP30A
10100000004391,GULF OIL LUB. IND. LTD.,0.05,INE635Q01029,NSE:GULFOILLUB-EQ,GULFOILLUB
10100000004393,GOI STRIPS C 150626,0.01,IN000626C050,NSE:GS150626C-GS,GS150626C
10100000004395,GOI STRIPS P 220261,0.01,IN000261P017,NSE:GS220261P-GS,GS220261P
1010000000440,SDL GA 6.9% 2030,0.01,IN1420200157,NSE:69GA30A-SG,69GA30A
10100000004409,GOI STRIPS C 151226,0.01,IN001226C058,NSE:GS151226C-GS,GS151226C
10100000004410,JAGSONPAL PHARMACEUTICALS,0.05,INE048B01027,NSE:JAGSNPHARM-EQ,JAGSNPHARM
10100000004421,CREDITACCESS GRAMEEN LTD,0.05,INE741K01010,NSE:CREDITACC-EQ,CREDITACC
10100000004422,INDIAN CARD CLOTHING CO.,0.05,INE061A01014,NSE:INDIANCARD-EQ,INDIANCARD
10100000004423,GOI STRIPS C 220230,0.01,IN000230C028,NSE:GS220230C-GS,GS220230C
10100000004427,GOI STRIPS C 220830,0.01,IN000830C025,NSE:GS220830C-GS,GS220830C
10100000004429,GOI STRIPS C 220231,0.01,IN000231C026,NSE:GS220231C-GS,GS220231C
10100000004431,GOI STRIPS C 220831,0.01,IN000831C023,NSE:GS220831C-GS,GS220831C
10100000004432,GOI STRIPS C 220236,0.01,IN000236C017,NSE:GS220236C-GS,GS220236C
10100000004433,THE HI-TECH GEARS LIMITED,0.05,INE127B01011,NSE:HITECHGEAR-EQ,HITECHGEAR
1010000000445,5PAISA CAPITAL LIMITED,0.05,INE618L01018,NSE:5PAISA-EQ,5PAISA
1010000000446,SDL HP 6.9% 2030,0.01,IN1720200048,NSE:69HP30-SG,69HP30
1010000000448,SDL MH 6.87% 2030,0.01,IN2220200223,NSE:687MH30-SG,687MH30
10100000004481,AARTI DRUGS LTD.,0.05,INE767A01016,NSE:AARTIDRUGS-EQ,AARTIDRUGS
10100000004487,ALKYL AMINES CHEM. LTD,0.05,INE150B01039,NSE:ALKYLAMINE-EQ,ALKYLAMINE
1010000000449,SDL KA 6.86% 2030,0.01,IN1920200293,NSE:686KA30-SG,686KA30
10100000004491,JOHNSON CONTROLS HITACHI,0.05,INE782A01015,NSE:JCHAC-EQ,JCHAC
10100000004494,GOI STRIPS C 220836,0.01,IN000836C014,NSE:GS220836C-GS,GS220836C
10100000004503,MPHASIS LIMITED,0.05,INE356A01018,NSE:MPHASIS-EQ,MPHASIS
10100000004520,GOI STRIPS C 220240,0.01,IN000240C019,NSE:GS220240C-GS,GS220240C
10100000004522,SIGNET INDUSTRIES LIMITED,0.05,INE529F01035,NSE:SIGIND-EQ,SIGIND
10100000004525,DYNAMATIC TECHNOLOGIES,0.05,INE221B01012,NSE:DYNAMATECH-EQ,DYNAMATECH
10100000004529,ICICIPRAMC - ICICINXT50,0.01,INF109KC1NS5,NSE:NEXT50IETF-EQ,NEXT50IETF
1010000000454,SDL GJ 6.84% 2030,0.01,IN1520200172,NSE:684GJ30-SG,684GJ30
10100000004546,GOI STRIPS C 220840,0.01,IN000840C016,NSE:GS220840C-GS,GS220840C
10100000004552,GOI STRIPS C 220250,0.01,IN000250C018,NSE:GS220250C-GS,GS220250C
10100000004553,GOI STRIPS C 220850,0.01,IN000850C015,NSE:GS220850C-GS,GS220850C
10100000004555,GOI STRIPS C 220261,0.01,IN000261C015,NSE:GS220261C-GS,GS220261C
10100000004556,SDL TS 7.03% 2051,0.01,IN4520210068,NSE:703TS51-SG,703TS51
10100000004562,SDL TN 5.65% 2025,0.01,IN3120210080,NSE:565TN25-SG,565TN25
10100000004566,RUCHI INFRASTRUCTURE LTD,0.05,INE413B01023,NSE:RUCHINFRA-EQ,RUCHINFRA
1010000000457,SDL JK 7.15% 2032,0.01,IN4920200099,NSE:715JK32-SG,715JK32
10100000004570,SDL RJ 6.05% 2026,0.01,IN2920210142,NSE:605RJ26-SG,605RJ26
10100000004571,SDL RJ 6.84% 2031,0.01,IN2920210159,NSE:684RJ31A-SG,684RJ31A
10100000004575,SDL GJ 6.75% 2031,0.01,IN1520210023,NSE:675GJ31-SG,675GJ31
10100000004578,SDL GA 6.78% 2031,0.01,IN1420210016,NSE:678GA31-SG,678GA31
10100000004579,SDL MH 6.8% 2031,0.01,IN2220210115,NSE:68MH31-SG,68MH31
1010000000458,2.50% GOLDBONDS2025SR-VII,0.01,IN0020170091,NSE:SGBNOV25-GB,SGBNOV25
10100000004580,SDL MH 6.83% 2032,0.01,IN2220210123,NSE:683MH32B-SG,683MH32B
10100000004581,SDL KL 6.81% 2031,0.01,IN2020210042,NSE:681KL31-SG,681KL31
10100000004587,RAMCO INDUSTRIES LIMITED,0.05,INE614A01028,NSE:RAMCOIND-EQ,RAMCOIND
10100000004594,KOTHARI PETROCHEM LTD,0.05,INE720A01015,NSE:KOTHARIPET-EQ,KOTHARIPET
10100000004598,HERITAGE FOODS LTD,0.05,INE978A01027,NSE:HERITGFOOD-EQ,HERITGFOOD
1010000000460,SDL MP 7.07% 2032,0.01,IN2120200174,NSE:707MP32-SG,707MP32
10100000004612,SDL HR 6.92% 2036,0.01,IN1620210055,NSE:692HR36A-SG,692HR36A
10100000004626,ABHISHEK INTEGRATIONS LTD,0.05,INE0CAJ01017,NSE:AILIMITED-SM,AILIMITED
10100000004656,SHIVALIK BIMETAL CON. LTD,0.05,INE386D01027,NSE:SBCL-EQ,SBCL
1010000000466,SDL MH 7.05% 2032,0.01,IN2220200231,NSE:705MH32-SG,705MH32
10100000004668,BANK OF BARODA,0.05,INE028A01039,NSE:BANKBARODA-EQ,BANKBARODA
1010000000467,HDFC LIFE INS CO LTD,0.05,INE795G01014,NSE:HDFCLIFE-EQ,HDFCLIFE
1010000000468,SDL KA 7.08% 2034,0.01,IN1920200301,NSE:708KA34-SG,708KA34
10100000004684,SONA BLW PRECISION FRGS L,0.05,INE073K01018,NSE:SONACOMS-EQ,SONACOMS
1010000000469,SDL AP 7.1% 2037,0.01,IN1020200391,NSE:71AP37-SG,71AP37
10100000004693,SHYAM METALICS AND ENGY L,0.05,INE810G01011,NSE:SHYAMMETL-EQ,SHYAMMETL
1010000000471,OSWAL GREENTECH LIMITED,0.05,INE143A01010,NSE:OSWALGREEN-EQ,OSWALGREEN
10100000004717,GAIL (INDIA) LTD,0.05,INE129A01019,NSE:GAIL-EQ,GAIL
1010000000472,SDL WB 7.09% 2040,0.01,IN3420200120,NSE:709WB40-SG,709WB40
10100000004732,SKM EGG PROD EXPORT(I) LT,0.05,INE411D01015,NSE:SKMEGGPROD-EQ,SKMEGGPROD
1010000000474,3M INDIA LIMITED,0.05,INE470A01017,NSE:3MINDIA-EQ,3MINDIA
10100000004745,BANK OF INDIA,0.05,INE084A01016,NSE:BANKINDIA-EQ,BANKINDIA
10100000004747,INDIA NIPPON ELECT  LTD,0.05,INE092B01025,NSE:INDNIPPON-EQ,INDNIPPON
10100000004748,SDL KL 7.09% 2036,0.01,IN2020210059,NSE:709KL36-SG,709KL36
10100000004749,CONTAINER CORP OF IND LTD,0.05,INE111A01025,NSE:CONCOR-EQ,CONCOR
1010000000475,SDL AP 7.03% 2040,0.01,IN1020200409,NSE:703AP40-SG,703AP40
10100000004750,SDL GA 6.89% 2031,0.01,IN1420210032,NSE:689GA31-SG,689GA31
10100000004751,INDRAPRASTHA MEDICAL CORP,0.05,INE681B01017,NSE:INDRAMEDCO-EQ,INDRAMEDCO
10100000004752,SDL MH 6.83% 2031,0.01,IN2220210131,NSE:683MH31-SG,683MH31
10100000004755,SDL TN 6.83% 2031,0.01,IN3120210098,NSE:683TN31-SG,683TN31
10100000004757,SDL UP 6.88% 2031,0.01,IN3320210013,NSE:688UP31A-SG,688UP31A
10100000004760,SDL MH 6.89% 2032,0.01,IN2220210149,NSE:689MH32-SG,689MH32
10100000004764,SDL RJ 6.9% 2032,0.01,IN2920210167,NSE:69RJ32-SG,69RJ32
10100000004766,SDL AP 7.13% 2036,0.01,IN1020210150,NSE:713AP36-SG,713AP36
1010000000477,BIRLA CABLE LIMITED,0.05,INE800A01015,NSE:BIRLACABLE-EQ,BIRLACABLE
10100000004774,LAKSHMI PRE SCRE LTD,0.05,INE651C01018,NSE:LAKPRE-BZ,LAKPRE
10100000004780,SDL RJ 7.04% 2036,0.01,IN2920210175,NSE:704RJ36-SG,704RJ36
10100000004782,SDL WB 7.06% 2036,0.01,IN3420210038,NSE:706WB36-SG,706WB36
10100000004784,SDL HR 7.07% 2037,0.01,IN1620210063,NSE:707HR37-SG,707HR37
10100000004789,SDL AP 7.12% 2037,0.01,IN1020210168,NSE:712AP37-SG,712AP37
10100000004790,SDL KL 7.06% 2038,0.01,IN2020210067,NSE:706KL38-SG,706KL38
10100000004792,SDL TS 7.06% 2041,0.01,IN4520210076,NSE:706TS41-SG,706TS41
10100000004793,SDL KL 7.06% 2041,0.01,IN2020210075,NSE:706KL41-SG,706KL41
101000000048,HAPPIEST MINDS TECHNO LTD,0.05,INE419U01012,NSE:HAPPSTMNDS-EQ,HAPPSTMNDS
1010000000480,BIRLA CORPORATION LTD,0.05,INE340A01012,NSE:BIRLACORPN-EQ,BIRLACORPN
10100000004809,KCP SUGAR IND CORP LTD.,0.05,INE790B01024,NSE:KCPSUGIND-EQ,KCPSUGIND
1010000000482,ANI INTEGRATED SERV LTD.,0.05,INE635Y01015,NSE:AISL-SM,AISL
10100000004821,GTL LTD,0.05,INE043A01012,NSE:GTL-BE,GTL
10100000004822,DODLA DAIRY LIMITED,0.05,INE021O01019,NSE:DODLA-EQ,DODLA
10100000004838,ICICIPRAMC - ICICILIQ,0.01,INF109KC1KT9,NSE:LIQUIDIETF-EQ,LIQUIDIETF
10100000004843,SNOWMAN LOGISTICS LTD.,0.05,INE734N01019,NSE:SNOWMAN-EQ,SNOWMAN
10100000004847,KRISHNA INST OF MED SCI L,0.05,INE967H01017,NSE:KIMS-EQ,KIMS
10100000004863,SDL RJ 6.24% 2026,0.01,IN2920210183,NSE:624RJ26-SG,624RJ26
10100000004866,SDL RJ 6.91% 2031,0.01,IN2920210191,NSE:691RJ31-SG,691RJ31
10100000004869,SDL RJ 7.13% 2041,0.01,IN2920210209,NSE:713RJ41-SG,713RJ41
10100000004870,IND SWIFT LABORATORIES LT,0.05,INE915B01019,NSE:INDSWFTLAB-EQ,INDSWFTLAB
10100000004877,SDL WB 6.79% 2028,0.01,IN3420210046,NSE:679WB28-SG,679WB28
10100000004880,SDL GA 6.96% 2031,0.01,IN1420210040,NSE:696GA31-SG,696GA31
10100000004881,SDL MH 6.89% 2031,0.01,IN2220210156,NSE:689MH31-SG,689MH31
10100000004883,SDL MH 6.95% 2032,0.01,IN2220210164,NSE:695MH32-SG,695MH32
10100000004885,SDL MN 7.0% 2031,0.01,IN2320210023,NSE:70MN31-SG,70MN31
10100000004887,SDL PN 6.95% 2031,0.01,IN2820210028,NSE:695PN31-SG,695PN31
10100000004889,SDL UP 6.94% 2031,0.01,IN3320210021,NSE:694UP31A-SG,694UP31A
1010000000489,ICE MAKE REFRIGERAT LTD,0.05,INE520Y01019,NSE:ICEMAKE-EQ,ICEMAKE
10100000004891,SDL UK 6.94% 2031,0.01,IN3620210010,NSE:694UK31-SG,694UK31
10100000004892,SAREGAMA INDIA LIMITED,0.05,INE979A01025,NSE:SAREGAMA-EQ,SAREGAMA
10100000004893,SDL GJ 6.88% 2031,0.01,IN1520210031,NSE:688GJ31-SG,688GJ31
10100000004894,SDL JK 7.1% 2033,0.01,IN4920210049,NSE:71JK33-SG,71JK33
10100000004895,SDL ML 7.19% 2041,0.01,IN2420210022,NSE:719ML41-SG,719ML41
10100000004897,SDL KL 7.13% 2046,0.01,IN2020210083,NSE:713KL46-SG,713KL46
10100000004898,FDC LIMITED,0.05,INE258B01022,NSE:FDC-EQ,FDC
10100000004899,SDL KL 7.2% 2056,0.01,IN2020210091,NSE:72KL56-SG,72KL56
10100000004900,SDL TS 7.18% 2051,0.01,IN4520210084,NSE:718TS51-SG,718TS51
10100000004907,ENGINEERS INDIA LTD,0.05,INE510A01028,NSE:ENGINERSIN-EQ,ENGINERSIN
10100000004911,MADRAS FERTILISERS LTD,0.05,INE414A01015,NSE:MADRASFERT-EQ,MADRASFERT
10100000004924,HINDCON CHEMICALS LIMITED,0.05,INE642Y01029,NSE:HINDCON-BE,HINDCON
10100000004926,SERENCD8.75%SRVICI&II,0.01,INE244L07150,NSE:IBUCCREDIT-NA,IBUCCREDIT
10100000004930,SERENCD8.84%SRVICIII&IV,0.01,INE244L07168,NSE:IBUCCREDIT-NB,IBUCCREDIT
10100000004934,INDIA PESTICIDES LIMITED,0.05,INE0D6701023,NSE:IPL-EQ,IPL
10100000004936,SERENCD9.10%SRVIICI&II,0.01,INE244L07176,NSE:IBUCCREDIT-NC,IBUCCREDIT
10100000004942,SERENCD9.20%SRVIICIII&IV,0.01,INE244L07184,NSE:IBUCCREDIT-ND,IBUCCREDIT
1010000000495,BLUE DART EXPRESS LTD,0.05,INE233B01017,NSE:BLUEDART-EQ,BLUEDART
10100000004959,GANGA FORGING LIMITED,0.05,INE691Z01023,NSE:GANGAFORGE-BE,GANGAFORGE
10100000004962,BIRLASLAMC - ABSLFTTIDG,0.01,INF209KB12A2,NSE:ABSLFTTIDG-MF,ABSLFTTIDG
10100000004963,ICICI BANK LTD.,0.05,INE090A01021,NSE:ICICIBANK-EQ,ICICIBANK
10100000004964,BIRLASLAMC - ABSLFTTIDN,0.01,INF209KB13A0,NSE:ABSLFTTIDN-MF,ABSLFTTIDN
10100000004969,BIRLASLAMC - ABSLFTTIRG,0.01,INF209KB10A6,NSE:ABSLFTTIRG-MF,ABSLFTTIRG
1010000000497,2.50%GOLDBONDS2025SR-VIII,0.01,IN0020170109,NSE:SGBNOV258-GB,SGBNOV258
10100000004972,BIRLASLAMC - ABSLFTTIRN,0.01,INF209KB11A4,NSE:ABSLFTTIRN-MF,ABSLFTTIRN
10100000004973,NIPPONAMC - NETFPHARMA,0.01,INF204KC1089,NSE:PHARMABEES-EQ,PHARMABEES
1010000000498,SEC RED NCD 9.03% SR. II,0.01,INE721A07NU1,NSE:SHRIRAMFIN-YI,SHRIRAMFIN
10100000004980,SDL BR 6.75% 2027,0.01,IN1320210033,NSE:675BR27-SG,675BR27
10100000004982,SDL AS 6.33% 2026,0.01,IN1220210018,NSE:633AS26-SG,633AS26
10100000004984,SDL CG 6.82% 2028,0.01,IN3520210029,NSE:682CG28-SG,682CG28
10100000004986,IRCON INTERNATIONAL LTD,0.05,INE962Y01021,NSE:IRCON-EQ,IRCON
10100000004989,SDL WB 6.83% 2028,0.01,IN3420210053,NSE:683WB28-SG,683WB28
10100000004991,SDL GJ 6.91% 2030,0.01,IN1520210049,NSE:691GJ30-SG,691GJ30
10100000004992,SHARDA CROPCHEM LTD.,0.05,INE221J01015,NSE:SHARDACROP-EQ,SHARDACROP
10100000004993,SDL MH 6.94% 2031,0.01,IN2220210172,NSE:694MH31-SG,694MH31
10100000004994,SDL TN 6.95% 2031,0.01,IN3120210106,NSE:695TN31A-SG,695TN31A
10100000004997,SDL RJ 6.97% 2031,0.01,IN2920210217,NSE:697RJ31-SG,697RJ31
10100000004998,SDL GA 6.99% 2031,0.01,IN1420210057,NSE:699GA31-SG,699GA31
10100000005002,SDL MH 7.01% 2032,0.01,IN2220210180,NSE:701MH32-SG,701MH32
10100000005003,SDL MZ 7.12% 2034,0.01,IN2520210021,NSE:712MZ34-SG,712MZ34
10100000005004,SDL AP 7.15% 2037,0.01,IN1020210176,NSE:715AP37-SG,715AP37
10100000005005,SDL AP 7.19% 2038,0.01,IN1020210184,NSE:719AP38-SG,719AP38
10100000005010,GOENKA DIAMOND&JEWELS LTD,0.05,INE516K01024,NSE:GOENKA-BZ,GOENKA
10100000005012,GOI LOAN  6.10% 2031,0.01,IN0020210095,NSE:610GS2031-GS,610GS2031
10100000005019,WALPAR NUTRITIONS LIMITED,0.05,INE0G2G01015,NSE:WALPAR-ST,WALPAR
10100000005020,SVP GLOBAL TEXTILES LTD,0.05,INE308E01029,NSE:SVPGLOB-EQ,SVPGLOB
10100000005025,SDL RJ 6.29% 2026,0.01,IN2920210225,NSE:629RJ26-SG,629RJ26
10100000005026,SDL BR 6.82% 2028,0.01,IN1320210041,NSE:682BR28-SG,682BR28
10100000005027,SDL GA 6.99% 2031,0.01,IN1420210065,NSE:699GA31A-SG,699GA31A
10100000005033,SDL GJ 6.95% 2031,0.01,IN1520210056,NSE:695GJ31-SG,695GJ31
10100000005034,SDL MP 7.0% 2031,0.01,IN2120210017,NSE:70MP31-SG,70MP31
10100000005035,SDL MH 6.95% 2031,0.01,IN2220210198,NSE:695MH31-SG,695MH31
10100000005036,SDL RJ 7.0% 2031,0.01,IN2920210233,NSE:70RJ31-SG,70RJ31
10100000005037,SDL TN 6.98% 2031,0.01,IN3120210114,NSE:698TN31-SG,698TN31
10100000005038,SDL UP 6.99% 2031,0.01,IN3320210039,NSE:699UP31-SG,699UP31
10100000005039,SDL WB 7.02% 2031,0.01,IN3420210061,NSE:702WB31-SG,702WB31
10100000005040,SDL UK 7.0% 2031,0.01,IN3620210028,NSE:70UK31-SG,70UK31
10100000005041,SDL AP 7.12% 2035,0.01,IN1020210192,NSE:712AP35-SG,712AP35
10100000005044,SDL AP 7.14% 2036,0.01,IN1020210200,NSE:714AP36-SG,714AP36
10100000005045,SDL TS 7.24% 2051,0.01,IN4520210092,NSE:724TS51-SG,724TS51
10100000005049,CLEAN SCIENCE & TECH LTD,0.05,INE227W01023,NSE:CLEAN-EQ,CLEAN
10100000005054,G R INFRAPROJECTS LIMITED,0.05,INE201P01022,NSE:GRINFRA-EQ,GRINFRA
10100000005060,SPECTRUM ELECTRIC IND LTD,0.05,INE01EO01010,NSE:SPECTRUM-SM,SPECTRUM
10100000005066,UNSEC RED NCD 5.50%,0.01,INE216A08027,NSE:BRITANNIA-N3,BRITANNIA
10100000005068,SHEMAROO ENTER. LTD.,0.05,INE363M01019,NSE:SHEMAROO-EQ,SHEMAROO
1010000000507,PULZ ELECTRONICS LIMITED,0.05,INE335X01014,NSE:PULZ-SM,PULZ
10100000005078,SDL RJ 6.27% 2026,0.01,IN2920210241,NSE:627RJ26-SG,627RJ26
