Sr. No,Symbol,Company Name,MarketCap
2160,NORBTEAEXP,Norben Tea & Exports Limited,1293
2161,INNOVATIVE,Innovative Tyres and Tubes Limited,1214
2162,KALYANI,Kalyani Commercials Limited,1193
2163,TRANSWIND,Transwind Infrastructures Limited,1177
2164,DRL,Dhanuka Realty Limited,1161
2165,SMVD,SMVD Poly Pack Limited,1078
2166,EUROTEXIND,Eurotex Industries and Exports Limited,1032
2167,RADAAN,Radaan Mediaworks India Limited,1029
2168,SHYAMTEL,Shyam Telecom Limited,1014
2169,TARAPUR,Tarapur Transformers Limited,1004
2170,SABTN,Sri Adhikari Brothers Television Network Limited,978
2171,MANAV,Manav Infra Projects Limited,967
2172,PREMIER,Premier Limited,957
2173,BKMINDST,Bkm Industries Limited,917
2174,ACCORD,Accord Synergy Limited,877
2175,ALPSINDUS,Alps Industries Limited,861
2176,DCMFINSERV,DCM Financial Services Limited,855
2177,ABNINT,A B N Intercorp Limited,839
2178,SANCO,Sanco Industries Limited,837
2179,AHIMSA,Ahimsa Industries Limited,824
2180,CREATIVEYE,Creative Eye Limited,812
2181,UNIVAFOODS,Univa Foods Limited,795
2182,JALAN,Jalan Transolutions (India) Limited,785
2183,BLUECOAST,Blue Coast Hotels Limited,771
2184,NIRAJISPAT,Niraj Ispat Industries Limited,672
2185,SABEVENTS,Sab Events & Governance Now Media Limited,640
2186,MELSTAR,Melstar Information Technologies Limited,607
2187,LAKPRE,Lakshmi Precision Screws Limited,591
2188,BHALCHANDR,Bhalchandram Clothing Limited,476
2189,SKSTEXTILE,SKS Textiles Limited,425
2190,VASA,Vasa Retail and Overseas Ltd,342
